date,link,title,content,author,label,category
22/07/2568 12:28:54,https://www.antifakenewscenter.com/?p=74591,วันที่ 23 ก.ค. 68 จะเกิดปรากฏการณ์ Red Rain ถล่ม อ.เมือง จ.เชียงราย นานถึง 40 ชม.,"ข้อมูลข้างต้นเป็นข่าวปลอม! จากปรากฏการณ์ Red Rain ที่กล่าวอ้างมานั้น ในทางอุตุนิยมวิทยา ไม่มีปรากฏการณ์แบบในภาพ ซึ่งจากภาพที่แสดงมานั้นเป็นพื้นที่ฝนตกหนักถึงหนักมาก สีออกแดงถึงม่วง 
 
 
 
 อย่างไรก็ตาม จากการติดตามแบบจำลองอุตุนิยมวิทยา พบว่า มีพื้นที่เสี่ยงกับฝนตกหนักถึงหนักมากบริเวณภาคเหนือได้ ในวันที่ 22-23 ก.ค. 68 เท่านั้น
 
 
 
 
 
 
 
 ขอให้ประชาชนติดตามข่าวพยากรณ์อากาศ และประกาศเตือนภัยจากกรมอุตุนิยมวิทยาเท่านั้น เพื่อมิให้เกิดความสับสนและตื่นตระหนกขึ้นในสังคม และหากมีสงสัยหรือต้องการข้อมูลเพื่อเติม สามารถสอบถามได้ที่เว็บไซต์กรมอุตุนิยมวิทยา https://www.tmd.go.th, Facebook กรมอุตุนิยมวิทยา Application Thai weatherสายด่วน 1182 (ตลอด 24 ชั่วโมง)
 
 
 
 เช็กแล้วชัวร์ AFNC ตรวจสอบให้",กรมอุตุนิยมวิทยา กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,ข่าวปลอม,ภัยพิบัติ
22/07/2568 10:30:35,https://www.antifakenewscenter.com/?p=74586,เตือน 9 จังหวัด ภาคกลางตอนบนและภาคเหนือ มีฝนตกหนักต่อเนื่อง ทำดินถล่ม-น้ำป่าไหลหลาก,"มีข้อมูลระบุเตือน 9 จังหวัด ได้แก่ แม่ฮ่องสอน เชียงราย น่าน พะเยา เพชรบูรณ์ พิษณุโลก ตาก กาญจนบุรี และชัยภูมิ จะมีดินถล่ม-น้ำป่าไหลหลาก จากฝนตกหนักต่อเนื่อง แต่เมื่อวันที่ 21 กรกฎาคม 2568 ที่ผ่านมา กรมทรัพยากรธรณี กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม ขอให้อาสาสมัครเครือข่ายเฝ้าระวังแจ้งเตือนธรณีพิบัติภัยของกรมทรัพยากรธรณีและประชาชนทั่วไปในพื้นที่จังหวัดแม่ฮ่องสอน เชียงใหม่ เชียงราย พะเยา น่าน แพร่ ลำปาง ตาก อุตรดิตถ์ พิษณุโลก เพชรบูรณ์ กาญจนบุรี ราชบุรี เลย อุดรธานี หนองคาย จันทบุรี ตราด ระนอง พังงา และภูเก็ต รวม 20 จังหวัด (พื้นที่เสี่ยงภัย) เฝ้าระวังภัยแผ่นดินถล่มและน้ำป่าไหลหลาก ในระหว่างวันที่ 21-24 กรกฎาคม 2568
 
 
 
 เนื่องจากอิทธิพลของพายุโซนร้อน ""วิภา"" ที่อ่อนกำลังลงเป็นหย่อมความกดอากาศต่ำ ประกอบกับมีร่องมรสุมที่พาดผ่านภาคเหนือตอนบนประเทศลาวตอนบน และประเทศเวียดนามตอนบน ทำให้มีฝนตกหนักถึงหนักมากในบางพื้นที่วัดปริมาณน้ำฝนในรอบ 24 ชั่วโมง ได้มากกว่า100 มิลลิตร ทำให้ชั้นดินชุ่มน้ำและอุ้มน้ำไว้มาก อาจก่อให้เกิดแผ่นดินถล่มได้
 
 
 
 
 
 
 
 ทั้งนี้ ขอให้อาสาสมัครเครือข่ายเฝ้าระวังแจ้งเตือนธรณีพิบัติภัยของกรมทรัพยากรธรณีเตรียมความพร้อมเฝ้าระวังภัยและวัดปริมาณน้ำฝนอย่างต่อเนื่อง หากเกิดเหตุให้แจ้งเตือนสถานการณ์แผ่นดินถล่มและน้ำป่าไหลหลากให้ประชาชนในหมู่บ้านได้รับทราบ ติดต่อสอบถามข้อมูลเพิ่มเติมที่ ศูนย์ปฏิบัติการธรณีพิบัติภัย กรมทรัพยากรธรณี โทร. 02 621 9701
 
 
 
 อย่าตื่นตระหนก กดแชร์โดยไม่ได้รีเช็ก",กรมทรัพยากรธรณี กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,ข่าวบิดเบือน,ภัยพิบัติ
22/07/2568 09:30:05,https://www.antifakenewscenter.com/?p=74468,"ออมสินเปิดสินเชื่อให้ยืม ผ่านเพจ LEASE it PCL 3897 วงเงินสูงสุด 1,000,000 บาท","อย่าหลงเชื่อ! ข้อความเชิญชวนลงทะเบียนยื่นขอสินเชื่อ โดยระบุว่า สินเชื่อออมสินเปิดให้บริการยืมรับยอดทันทีภายในวันที่ทำรายการเสร็จ ให้วงเงินขั้นต่ำ 10,000 บาท สูงสุด 1,000,000 บาท นั้น เป็นข้อมูลเท็จ เพราะธนาคารออมสิน ไม่มีบริการสินเชื่อดังกล่าว และเพจเฟซบุ๊ก LEASE it PCL 3897 นั้นไม่มีความเกี่ยวข้องใด ๆ กับธนาคารออมสิน ทั้งนี้ หากประชาชนต้องการสอบถามข้อมูลเพิ่มเติม สามารถติดต่อได้ที่เบอร์ 02 299 8000
 
 
 
 
 
 
 
 สินเชื่อด่วน วงเงินสูง อาจเป็นกลโกงมิจฉาชีพ",ธนาคารออมสิน กระทรวงการคลัง,ข่าวปลอม,การเงิน-หุ้น
22/07/2568 09:00:37,https://www.antifakenewscenter.com/?p=74547,กยศ. เร่งคืนเงินให้ผู้กู้ยืมที่ถูกหักเงินซ้ำซ้อน,"กรณีที่มีเรื่องร้องเรียนจากผู้กู้ยืมที่ถูกหักเงินในบัญชีเงินฝากออมทรัพย์เมื่อวันที่ 18 กรกฎาคม 2568 ซึ่งผู้กู้ยืมบางรายได้ชําระหนี้ปกติตามงวดรายปีหรือชําระหนี้เกินกว่างวดที่ต้องชําระแล้วนั้น กยศ. ได้ตรวจสอบสาเหตุพบว่า เกิดจากความคลาดเคลื่อนของระบบการคํานวณหนี้ใหม่ การหักบัญชีเงินฝากของผู้กู้ยืมเงินเพื่อชําระเงินคืนแบบอัตโนมัติ (Auto Debit) เฉพาะผู้กู้ยืมที่ กยศ. คํานวณหนี้ใหม่แล้วยังมียอดหนี้ค้างชําระ
 
 
 
 
 
 
 
 โดยระบบได้ดําเนินการหักเงินตามยอดหนี้ที่คํานวณคลาดเคลื่อนนั้น ส่งผลให้เกิดการหักซ้ําซ้อนในบางราย หรือหักเงินเกินยอดที่จะต้องชําระ ทั้งนี้ กยศ. จะเร่งดําเนินการคืนเงินที่หักเกินพร้อมคืนค่าธรรมเนียมการโอนเงินเข้าบัญชีเดิมของผู้กู้ยืม โดยอัตโนมัติให้เร็วที่สุด (ภายใน 3 วัน) หลังจากได้รับการตรวจสอบร่วมกับผู้พัฒนาระบบแล้ว และขอให้ความมั่นใจว่า จะดําเนินการอย่างถี่ถ้วน เพื่อไม่ให้ผู้ที่ได้รับผลกระทบในครั้งนี้ต้องเสียประโยชน์ พร้อมหาเครื่องมือมาช่วยในการตรวจสอบข้อมูลเพื่อป้องกันไม่ให้เกิดเหตุการณ์ดังกล่าวขึ้นอีก",กองทุนเงินให้กู้ยืมเพื่อการศึกษา (กยศ.) กระทรวงการคลัง,ข่าวจริง,นโยบายรัฐบาล-ข่าวสาร
22/07/2568 08:00:35,https://www.antifakenewscenter.com/?p=74543,การบ่นทำให้ร่างกายอักเสบ ส่งผลร้ายเทียบเท่าการสูบบุหรี่,"อย่าเพิ่งตกใจไป ข้อเท็จจริงของเรื่องนี้ คือ การบ่นสามารถกระตุ้นฮอร์โมนคอร์ติซอล และฮอร์โมนคอร์ติซอลนี้ มีผลทำให้ร่างกายอักเสบได้
 
 
 
 แต่ในส่วนอื่น ๆ เช่น การเทียบกับการสูบบุหรี่ หรือ การเปลี่ยนคลื่นเสียง เปลี่ยนคำพูด จากการตรวจหาหลักฐานทางการแพทย์นั้น ยังไม่พบหลักฐานการแพทย์เชิงประจักษ์ที่สามารถยืนยันได้ว่า เกี่ยวข้องกับการบ่น
 
 
 
 
 
 
 
 ดังนั้น ขอประชาชนงดแชร์ต่อข้อมูลดังกล่าว เนื่องจากเป็นการให้ข้อมูลที่ไม่ครบถ้วน อาจสร้างความเข้าใจผิด ๆ ได้
 
 
 
 แชร์ต่อได้ AFNC ยืนยันข้อเท็จจริงให้แล้ว",โรงพยาบาลราชวิถี กรมการแพทย์ กระทรวงสาธารณสุข,ข่าวบิดเบือน,ผลิตภัณฑ์สุขภาพ
22/07/2568 07:00:38,https://www.antifakenewscenter.com/?p=74537,ผู้ป่วยโรคฝีดาษในประเทศไทยลดน้อยลงในปี 2568,"สถานการณ์โรคฝีดาษวานรประเทศไทย ข้อมูลจากกองระบาดวิทยา ณ วันที่
 
 6 กรกฎาคม 2568 พบผู้ป่วยสะสมตั้งแต่ปี 2565 - 2568 จำนวน 908 ราย พบผู้เสียชีวิตสะสม จำนวน 13 ราย ช่องทางการสัมผัสเชื้อส่วนใหญ่เกิดจากการมีเพศสัมพันธ์ ร้อยละ 68.24 ส่วนในปี 2568 พบผู้ติดเชื้อรายใหม่จำนวน 42 ราย และยังไม่พบผู้เสียชีวิต
 
 
 
 
 
 
 
 แม้ว่าสถานการณ์การแพร่ระบาดของโรคฝีดาษวานรในประเทศไทยจะลดลงเป็นอย่างมาก แต่ยังพบการแพร่ระบาดในต่างประเทศ โดยเฉพาะประเทศแถบแอฟริกา จึงแนะนำผู้มีประวัติเดินทางจากประเทศแถบแอฟริกา ให้หมั่นสังเกต ถ้ามีอาการไข้ เจ็บคอ ปวดศีรษะปวดเมื่อยกล้ามเนื้อ ปวดหลัง หรือเริ่มสังเกตเห็นมีผื่นขึ้นตามร่างกาย เป็นตุ่มน้ำใสหรือตุ่มหนอง ควรไปพบแพทย์ เพื่อการวินิจฉัยรักษาตั้งแต่ต้น",กรมควบคุมโรค กระทรวงสาธารณสุข,ข่าวจริง,ผลิตภัณฑ์สุขภาพ
22/07/2568 06:30:16,https://www.antifakenewscenter.com/?p=74533,ขนส่งฯ เปิดรับทำใบขับขี่ออนไลน์ สำหรับบุคคลที่ไม่เคยมีใบขับขี่มาก่อน จัดส่งฟรีทั่วประเทศ,"ระวังได้ใบขับขี่ปลอม ขอแจ้งเตือนประชาชนอย่าหลงเชื่อหากมีผู้ใดแอบอ้างอาสาดำเนินการใบอนุญาตขับรถให้โดยเด็ดขาด เนื่องจากการทำใบขับขี่ผู้ขอรับต้องดำเนินการด้วยตนเองทุกขั้นตอนที่สำนักงานขนส่งเท่านั้น ไม่มีรับทำผ่านช่องทางออนไลน์ใด ๆ ทั้งสิ้น ขอให้ประชาชนตรวจสอบแหล่งที่มาของข้อมูลข่าวสารให้ถี่ถ้วน เพื่อป้องกันการถูกหลอก หากมีข้อสงสัยหรือต้องการรับข่าวสารเพิ่มเติม สามารถติดตามได้ที่ เว็บไซต์กรมการขนส่งทางบก (https://www.dlt.go.th/th) หรือ โทร 0-2271-8888
 
 
 
 
 
 
 
 ทำใบขับขี่ไม่มีทางลัด! ต้องสอบกับกรมขนส่งเท่านั้น",กรมการขนส่งทางบก กระทรวงคมนาคม,ข่าวปลอม,นโยบายรัฐบาล-ข่าวสาร
22/07/2568 04:30:14,https://www.antifakenewscenter.com/?p=74529,5 สัญญาณเงียบ เตือนภาวะความดันสูง,"อย่ามองข้ามข้อมูลบิดเบือน โดยผู้ป่วยความดันโลหิตสูงทั่วไปหรือความดันโลหิตสูงปฐมภูมิส่วนใหญ่มักไม่แสดงอาการ แต่บางรายพบว่า อาจมีอาการปวดศีรษะ เวียนศีรษะ มึนงง หรือเหนื่อยง่ายผิดปกติ อาการที่พบในผู้ป่วยความดันโลหิตสูงอาจเป็นอาการของโรคร่วมที่เป็นสาเหตุหรือปัจจัยเสี่ยงของความดันโลหิตสูงชนิดทุติยภูมิ เช่น โรคหลอดเลือดไต โรคระบบต่อมหมวกไต หรือ ภาวะหยุดหายใจขณะหลับจากการอุดกั้น เป็นต้น หรืออาจเป็นอาการของการเกิดภาวะแทรกซ้อนจากโรคความดันโลหิตสูงได้ในกรณีที่เป็นรุนแรงหรือเป็นมานานแต่ไม่ได้รับการรักษาซึ่งอาจทำให้อวัยวะสำคัญต่าง ๆ ถูกทำลาย เช่น หัวใจ สมอง ไต หลอดเลือด และ ตา เป็นต้น
 
 
 
 
 
 
 
 อาการที่แจ้งในข่าวบางอาการพบได้ในผู้ป่วยความดันโลหิตสูงก็จริงแต่ไม่เฉพาะเจาะจงอาจพบจากสาเหตุอื่นได้เช่นกัน การวินิจฉัยโรคความดันโลหิตสูงทำได้โดยการวัดความดันด้วยอุปกรณ์และวิธีที่ถูกต้องและบางวิธีต้องตรวจยืนยันมากกว่า 1 ครั้ง ตามแนวทางการรักษาโรคความดันโลหิตสูงในเวชปฏิบัติทั่วไป พ.ศ. 2567 ของสมาคมความดันโลหิตสูงแห่งประเทศไทยรณรงค์ให้ประชาชนไทยโดยเฉพาะผู้ที่มีอายุ 30 ปีขึ้นไป เข้ารับการตรวจวัดความดันโลหิตอย่างสม่ำเสมอ
 
 
 
 ข้อมูลบิดเบือนเพียงนิด อาจเป็นอันตรายต่อชีวิตได้",โรงพยาบาลราชวิถี กรมการแพทย์ กระทรวงสาธารณสุข,ข่าวบิดเบือน,ผลิตภัณฑ์สุขภาพ
22/07/2568 03:30:02,https://www.antifakenewscenter.com/?p=74525,ธนาคารกรุงไทย ปล่อยสินเชื่อผ่านบัญชี TikTok @oappqshckv7,"ระวังโดนหลอกเอาข้อมูล เพราะบัญชี TikTok @oappqshckv7 ไม่ใช่บัญชีของธนาคารกรุงไทย โดยบัญชีดังกล่าวได้มีการแอบอ้างใช้โลโก้ของธนาคารกรุงไทยโดยไม่ได้รับอนุญาต และธนาคารไม่มีนโยบายปล่อยสินเชื่อผ่านบัญชี TikTok แต่อย่างใด หากประชาชนต้องการสอบถามข้อมูลเพิ่มเติม สามารถติดต่อได้ที่ 0-2111-1111
 
 
 
 
 
 
 
 เช็กก่อนเชื่อ ตรวจสอบก่อนกู้",ธนาคารกรุงไทย กระทรวงการคลัง,ข่าวปลอม,การเงิน-หุ้น
22/07/2568 03:06:44,https://www.antifakenewscenter.com/?p=74558,ควันและนิโคติน ภัยจากบุหรี่ไฟฟ้าที่อาจถึงตายได้,"ภัยร้ายจากนิโคตินในบุหรี่ไฟฟ้าอาจส่งผลถึงชีวิตผู้สูบและควันจากบุหรี่ไฟฟ้าล้วนมีแต่ผลเสียต่อผู้ใกล้ชิด ท้ายสุดบุหรี่ไฟฟ้าไม่ได้มีโทษน้อยไปกว่าบุหรี่มวน หนำซ้ำยังอันตรายทั้งต่อตัวเองและคนใกล้ตัว บางทีอาจถึงแก่ชีวิตได้ เพราะฉะนั้นแล้วหากหลีกเลี่ยงได้ก็ไม่ควรไปยุ่งเกี่ยว อยู่ใกล้ หรือทางที่ดีที่สุดคือเลิกสูบเพื่อตัวเองและคนใกล้ตัว โดยภัยที่เสี่ยงต่อร่างกาย คือ
 
 
 
 
 
 - เสี่ยงต่อโรคปอดอุดกั้นเรื้อรังจากควัน
 
 
 
 - เสี่ยงเป็นมะเร็งปอดจากควัน
 
 
 
 - นิโคตินอาจทำให้เกิดภาวะหัวใจล้มเหลว
 
 
 
 - นิโคตินอาจทำให้หัวใจวายได้",คณะแพทยศาสตร์โรงพยาบาลรามาธิบดี มหาวิทยาลัยมหิดล,คลังความรู้,คลังความรู้
