date,link,title,content,author,label,category,label_binary
22/07/2568 06:30:16,https://www.antifakenewscenter.com/?p=74533,ขนส่งฯ เปิดรับทำใบขับขี่ออนไลน์ สำหรับบุคคลที่ไม่เคยมีใบขับขี่มาก่อน จัดส่งฟรีทั่วประเทศ,"ระวังได้ใบขับขี่ปลอม ขอแจ้งเตือนประชาชนอย่าหลงเชื่อหากมีผู้ใดแอบอ้างอาสาดำเนินการใบอนุญาตขับรถให้โดยเด็ดขาด เนื่องจากการทำใบขับขี่ผู้ขอรับต้องดำเนินการด้วยตนเองทุกขั้นตอนที่สำนักงานขนส่งเท่านั้น ไม่มีรับทำผ่านช่องทางออนไลน์ใด ๆ ทั้งสิ้น ขอให้ประชาชนตรวจสอบแหล่งที่มาของข้อมูลข่าวสารให้ถี่ถ้วน เพื่อป้องกันการถูกหลอก หากมีข้อสงสัยหรือต้องการรับข่าวสารเพิ่มเติม สามารถติดตามได้ที่ เว็บไซต์กรมการขนส่งทางบก (https://www.dlt.go.th/th) หรือ โทร 0-2271-8888
 
 
 
 
 
 
 
 ทำใบขับขี่ไม่มีทางลัด! ต้องสอบกับกรมขนส่งเท่านั้น",กรมการขนส่งทางบก กระทรวงคมนาคม,ข่าวปลอม,นโยบายรัฐบาล-ข่าวสาร,fake
22/07/2568 03:30:02,https://www.antifakenewscenter.com/?p=74525,ธนาคารกรุงไทย ปล่อยสินเชื่อผ่านบัญชี TikTok @oappqshckv7,"ระวังโดนหลอกเอาข้อมูล เพราะบัญชี TikTok @oappqshckv7 ไม่ใช่บัญชีของธนาคารกรุงไทย โดยบัญชีดังกล่าวได้มีการแอบอ้างใช้โลโก้ของธนาคารกรุงไทยโดยไม่ได้รับอนุญาต และธนาคารไม่มีนโยบายปล่อยสินเชื่อผ่านบัญชี TikTok แต่อย่างใด หากประชาชนต้องการสอบถามข้อมูลเพิ่มเติม สามารถติดต่อได้ที่ 0-2111-1111
 
 
 
 
 
 
 
 เช็กก่อนเชื่อ ตรวจสอบก่อนกู้",ธนาคารกรุงไทย กระทรวงการคลัง,ข่าวปลอม,การเงิน-หุ้น,fake
21/07/2568 11:50:51,https://www.antifakenewscenter.com/?p=74551,พายุวิภา ส่งผลแรงกระทบไทยถึง 24 ก.ค. 68,"พยากรณ์อากาศ 7 วันข้างหน้า ระหว่างวันที่ 21-27 กรกฎาคม พ.ศ. 2568 ในช่วงวันที่ 21-24 ก.ค. ประเทศไทยมีฝนตกหนักหลายพื้นที่กับมีลมแรง โดยมีฝนตกหนักมากบางแห่งในภาคเหนือ ภาคตะวันออกเฉียงเหนือ ภาคกลาง ภาคตะวันออก และภาคใต้ฝั่งตะวันตก เนื่องจากร่องมรสุมพาดผ่านภาคเหนือตอนบน ประเทศลาวตอนบน และประเทศเวียดนามตอนบน ในขณะที่มรสุมตะวันตกเฉียงใต้กำลังแรงพัดปกคลุมทะเลอันดามัน ประเทศไทย และอ่าวไทย 
 
 
 
 สำหรับบริเวณทะเลอันดามันตอนบน ทะเลมีคลื่นสูง 2-4 เมตร บริเวณที่มีฝนฟ้าคะนองคลื่นสูงมากกว่า 4 เมตร ส่วนทะเลอันดามันตอนล่างและอ่าวไทยตอนบนมีคลื่นสูง 2-3 เมตร ห่างฝั่งและบริเวณที่มีฝนฟ้าคะนองคลื่นสูงมากกว่า 3 เมตร 
 
 
 
 
 
 
 
 ส่วนในช่วงวันที่ 25-27 ก.ค. ประเทศไทยจะมีฝนลดลงแต่ยังคงมีฝนตกหนักบางแห่งบริเวณภาคเหนือ ภาคตะวันออกเฉียงเหนือ ภาคกลาง และภาคใต้ฝั่งตะวันตก เนื่องจากมรสุมตะวันตกเฉียงใต้ที่พัดปกคลุมทะเลอันดามัน ประเทศไทย และอ่าวไทยจะเริ่มมีกำลังอ่อนลง สำหรับบริเวณทะเลอันดามันตอนบนและอ่าวไทยตอนบนมีคลื่นสูงประมาณ 2 เมตร บริเวณฝนฟ้าคะนองคลื่นสูงมากกว่า 2 เมตร 
 
 
 
 ทั้งนี้ พายุโซนร้อน “วิภา” ที่ปกคลุมบริเวณอ่าวตังเกี๋ย มีแนวโน้มจะมีกำลังแรงขึ้นเป็นพายุโซนร้อนกำลังแรง และคาดว่า จะเคลื่อนขึ้นฝั่งบริเวณประเทศเวียดนามตอนบนในวันพรุ่งนี้ (22 ก.ค. 68)",กรมอุตุนิยมวิทยา กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,ข่าวจริง,ภัยพิบัติ,true
21/07/2568 09:00:45,https://www.antifakenewscenter.com/?p=74509,กินทุเรียนกับน้ำอัดลมพิษร้ายแรงกว่าพิษงูเห่า,"แชร์ไปให้รู้ว่า นี่เป็นข่าวปลอม กรณีกินทุเรียนกับน้ำอัดลมพิษร้ายแรงกว่าพิษงูเห่านั้น จากการตรวจสอบแล้ว ไม่พบงานวิจัยหรือผลการศึกษาจากสถาบันใด ๆ ที่สามารถใช้อ้างอิงได้ในเรื่องนี้ และการให้ข้อมูลว่า กินทุเรียนกับน้ำอัดลมพิษร้ายแรงกว่าพิษงูเห่านั้น เป็นการกล่าวที่เกินจริง เพราะทุเรียนเป็นผลไม้ที่ให้พลังงานสูง รับประทานมาก ๆ ย่อมทำให้น้ำตาลขึ้นได้ รวมทั้งน้ำอัดลม ซึ่งจะส่งผลกระทบกับผู้ป่วยเบาหวาน เพราะทำให้น้ำตาลสูงขึ้น แต่ไม่ได้มีผลร้ายเป็นพิษเฉียบพลันจนทำให้เสียชีวิต เหมือนกับพิษของงูเห่า
 
 
 
 
 
 
 
 ช่วยกันหยุดข่าวปลอม ต้องตรวจสอบก่อนแชร์",กรมอนามัย กระทรวงสาธารณสุข,ข่าวปลอม,ผลิตภัณฑ์สุขภาพ,fake
21/07/2568 08:00:52,https://www.antifakenewscenter.com/?p=74505,ปปง. เปิดช่องทางออนไลน์ให้ลงทะเบียนรับเงินคืน ผ่านเพจ Help and prevent online scams,"อย่าลืมเช็กข้อมูลให้ชัดเจน เนื่องจากเพจเฟซบุ๊กชื่อ Help and prevent online scams ได้มีการนำภาพอดีตผู้บริหารสำนักงาน ปปง. จากข่าวมาโพสต์เปิดลงทะเบียนรับเงินคืนจากการถูกหลอกทางออนไลน์ ซึ่งเป็นข้อมูลที่ไม่เป็นความจริง ทางสำนักงาน ปปง. ไม่มีนโยบายการเปิดลงทะเบียนรับเงินคืนผ่านช่องทางออนไลน์ใด ๆ ทั้งสิ้น
 
 
 
 
 
 
 
 โดยจะมีช่องทางการยื่นคำร้อง 3 ช่องทาง คือ
 
 
 
 1. ยื่นด้วยตนเอง ณ สำนักงาน ปปง. หรือสถานที่อื่นที่พนักงานเจ้าหน้าที่กำหนด
 
 2. ยื่นทางไปรษณีย์ลงทะเบียน
 
 3. ยื่นผ่านช่องทางอิเล็กทรอนิกส์ตามที่สำนักงาน ปปง. กำหนด (จะมีการระบุไว้ในประกาศฯ)
 
 
 
 อย่าให้ข้อมูลส่วนตัวกับเพจที่ไม่น่าเชื่อถือ",สำนักงานป้องกันและปราบปรามการฟอกเงิน,ข่าวปลอม,นโยบายรัฐบาล-ข่าวสาร,fake
21/07/2568 07:00:32,https://www.antifakenewscenter.com/?p=74501,ประกาศขึ้นทะเบียน GI เหล้าแป้ สุราท้องถิ่นเมืองแพร่,"กรมทรัพย์สินทางปัญญาได้ประกาศขึ้นทะเบียน “เหล้าแป้” เป็นสินค้า GI ลำดับที่ 3 ของจังหวัดแพร่ ต่อจากสินค้าผ้าหม้อห้อมแพร่และส้มโอขาวน้ำผึ้งเมืองลอง ที่ได้รับการขึ้นทะเบียน GI ไปก่อนหน้านี้ โดย “เหล้าแป้” เป็นสุรากลั่น ประเภทสุราขาว ที่กลั่นจากน้ำส่าหรือน้ำสุราแช่ ซึ่งได้จากการหมักข้าวด้วยลูกแป้ง ผ่านกระบวนการหมักด้วยสมุนไพรท้องถิ่นหลายชนิดและกระตุ้นให้เกิดแอลกอฮอล์โดยการเติมน้ำเพื่อกระตุ้นจุลินทรีย์ แล้วนำมากลั่นเป็นสุรา ด้วยแหล่งภูมิศาสตร์แบบร้อนชื้น มีภูเขาสลับกับที่ราบคล้ายก้นกระทะ ทำให้มีสภาพอากาศที่แตกต่างกัน รวมถึงมีแหล่งสะสมตะกอนระหว่างภูเขาซึ่งอุดมไปด้วยแร่ธาตุจำเป็น จึงมีผลกระตุ้นต่อการเจริญเติบโตของจุลินทรีย์ท้องถิ่น ส่งผลให้เหล้าแป้มีรสชาติเผ็ดร้อน หรือนุ่มละมุน มีความใส ไม่มีสี ไม่มีตะกอน และมีกลิ่นหอม ความแรงแอลกอฮอล์ตั้งแต่ 15 ดีกรีขึ้นไป
 
 
 
 
 
 
 
 ซึ่งเหล้าแป้นับเป็นมรดกทางวัฒนธรรมของชุมชนในพื้นที่จังหวัดแพร่ ที่ได้รับการสืบทอดกันมาอย่างยาวนาน ด้วยรสชาติสุราที่มีอัตลักษณ์โดดเด่น จึงเป็นที่นิยมของผู้บริโภคสุราพื้นบ้านทั่วประเทศ และกลายเป็นอุตสาหกรรมสำคัญที่สร้างรายได้และชื่อเสียงให้แก่ประชาชนในจังหวัดแพร่กว่า 3,600 ล้านบาทต่อปี",กรมทรัพย์สินทางปัญญา กระทรวงพาณิชย์,ข่าวจริง,นโยบายรัฐบาล-ข่าวสาร,true
21/07/2568 06:30:43,https://www.antifakenewscenter.com/?p=74496,ก.ล.ต. เปิดลงทุนผ่านเว็บไซต์ CME Group,"เว็บไม่คุ้น ต้องดูให้ชัวร์ มิจฉาชีพแอบอ้างนำโลโก้ของ ก.ล.ต. ไปประกอบบนเว็บไซต์การลงทุน เพื่อสร้างความน่าเชื่อถือ ซึ่ง ก.ล.ต. ขอยืนยันว่า ไม่ได้มีส่วนเกี่ยวข้องแต่อย่างใด การกระทำในลักษณะนี้ส่อถึงเจตนาที่ไม่ดี จึงขอให้ประชาชนระมัดระวังในการลงทุน ควรศึกษาข้อมูลให้ดีก่อน หรือสามารถตรวจสอบว่า ผู้ที่ชักชวน/ผู้ให้บริการ ได้รับอนุญาตจากสำนักงาน ก.ล.ต. หรือไม่ ได้ที่ www.sec.or.th/seccheckfirst หรือติดต่อสอบถามข้อมูลได้ที่สายด่วน โทร. 1207 กด 22
 
 
 
 
 
 
 
 ระวังเว็บปลอมหลอกล่อให้ลงทุน",สำนักงานคณะกรรมการกำกับหลักทรัพย์และตลาดหลักทรัพย์,ข่าวปลอม,การเงิน-หุ้น,fake
21/07/2568 03:30:50,https://www.antifakenewscenter.com/?p=74488,ดื่มแอลกอฮอล์แล้วหน้าแดง เสี่ยงตับพัง,"คนดื่มเหล้าแล้วหน้าแดงเกิดจากภาวะที่เรียกว่า ALDH2 deficiency (ขาดเอนไซม์แอลดีไฮโดรจีเนสชนิด 2) เอนไซม์นี้มีหน้าที่ย่อยสารพิษที่ชื่อ อะเซทัลดีไฮด์ (Acetaldehyde) ซึ่งเป็นพิษต่อเซลล์ตับและหลอดเลือด ถ้าร่างกายย่อยสารนี้ไม่ได้ จะสะสมในเลือด เกิดอาการหน้าแดง ใจสั่น คลื่นไส้
 
 
 
 
 
 
 
 และถ้ามี ALDH2 deficiency แต่ยังฝืนดื่มแอลกอฮอล์เป็นประจำ สารพิษในร่างกายจะสะสมมากกว่าคนทั่วไป เพิ่มความเสี่ยง ตับอักเสบ ตับแข็ง มะเร็งตับ และมะเร็งหลอดอาหาร จากงานวิจัยพบว่า คนเอเชีย จำนวนมากมีภาวะนี้ (พบได้ถึง 30–50%) โดยเฉพาะในชาวจีน ญี่ปุ่น เกาหลี และบางคนไทย",กรมอนามัย กระทรวงสาธารณสุข,ข่าวจริง,ผลิตภัณฑ์สุขภาพ,true
20/07/2568 11:01:34,https://www.antifakenewscenter.com/?p=74515,กยศ. หักเงินอัตโนมัติจากบัญชี SCB,"อย่าตกเป็นเหยื่อ ข่าวปลอม กรณีมีผู้ใช้ TikTok หลายบัญชี ได้ทำการโพสต์อ้างอิงถึง กยศ. เกี่ยวกับการหักเงินในบัญชีออมทรัพย์จากธนาคาร SCB กยศ. จึงขอเรียนแจ้งว่า กยศ. ไม่สามารถหักเงินอัตโนมัติจากบัญชีธนาคาร SCB หรือ ธนาคารอื่นได้ เนื่องจาก กยศ. จะหักเงินอัตโนมัติได้เฉพาะธนาคารกรุงไทยเท่านั้น กรณีดังกล่าวจึงเป็นการเผยแพร่ข้อมูลอันเป็นเท็จ ทำให้ประชาชนเกิดความเข้าใจผิด จึงขอให้ประชาชนอย่าหลงเชื่อ และงดส่งต่อข้อมูลดังกล่าว
 
 
 
 
 
 
 
 อย่าหลงเชื่อข่าวปลอม ตรวจสอบก่อนแชร์",กองทุนเงินให้กู้ยืมเพื่อการศึกษา (กยศ.) กระทรวงการคลัง,ข่าวปลอม,นโยบายรัฐบาล-ข่าวสาร,fake
20/07/2568 09:05:55,https://www.antifakenewscenter.com/?p=74472,"อยากเป็นเจ้าของ Amazon ต้องลงทุนหุ้น OR เริ่มต้น 1,000 บาท รับปันผล 390 บาท","ระวังมิจฉาชีพหลอกให้ลงทุน OR ขอชี้แจงว่า ไม่ได้มีส่วนเกี่ยวข้องกับการประชาสัมพันธ์เชิญชวนให้ลงทุนในหุ้นดังกล่าว ซึ่งมีการแอบอ้างใช้ตราสัญลักษณ์และผลิตภัณฑ์ Café Amazon โดยไม่ได้รับอนุญาต รวมถึง OR ไม่มีนโยบายเสนอขายหุ้นในลักษณะนี้
 
 
 
 
 
 
 
 ขอให้ประชาชนใช้วิจารณญาณในการรับข้อมูลข่าวสาร และใช้ความระมัดระวังในการลงทุนผ่านช่องทางต่าง ๆ สำหรับผู้สนใจข้อมูลเกี่ยวกับ OR เพื่อประกอบการพิจารณาลงทุนสามารถศึกษาข้อมูลเพิ่มเติมได้จากลิงก์ https://investor.pttor.com/th/home
 
 
 
 อย่าหลงเชื่อคำลวงหลอกลงทุน",บริษัท ปตท. น้ำมันและการค้าปลีก จำกัด (มหาชน) กระทรวงพลังงาน,ข่าวปลอม,การเงิน-หุ้น,fake
