date,content,author,label,category,label_binary
2568-07-22 00:00:00,"ผู้ป่วยโรคฝีดาษในประเทศไทยลดน้อยลงในปี 2568 สถานการณ์โรคฝีดาษวานรประเทศไทย ข้อมูลจากกองระบาดวิทยา ณ วันที่
 
 6 กรกฎาคม 2568 พบผู้ป่วยสะสมตั้งแต่ปี 2565 - 2568 จำนวน 908 ราย พบผู้เสียชีวิตสะสม จำนวน 13 ราย ช่องทางการสัมผัสเชื้อส่วนใหญ่เกิดจากการมีเพศสัมพันธ์ ร้อยละ 68.24 ส่วนในปี 2568 พบผู้ติดเชื้อรายใหม่จำนวน 42 ราย และยังไม่พบผู้เสียชีวิต
 
 
 
 
 
 
 
 แม้ว่าสถานการณ์การแพร่ระบาดของโรคฝีดาษวานรในประเทศไทยจะลดลงเป็นอย่างมาก แต่ยังพบการแพร่ระบาดในต่างประเทศ โดยเฉพาะประเทศแถบแอฟริกา จึงแนะนำผู้มีประวัติเดินทางจากประเทศแถบแอฟริกา ให้หมั่นสังเกต ถ้ามีอาการไข้ เจ็บคอ ปวดศีรษะปวดเมื่อยกล้ามเนื้อ ปวดหลัง หรือเริ่มสังเกตเห็นมีผื่นขึ้นตามร่างกาย เป็นตุ่มน้ำใสหรือตุ่มหนอง ควรไปพบแพทย์ เพื่อการวินิจฉัยรักษาตั้งแต่ต้น",กรมควบคุมโรค กระทรวงสาธารณสุข,ข่าวจริง,ผลิตภัณฑ์สุขภาพ,true
2568-07-22 00:00:00,ขนส่งฯ เปิดรับทำใบขับขี่ออนไลน์ สำหรับบุคคลที่ไม่เคยมีใบขับขี่มาก่อน จัดส่งฟรีทั่วประเทศ ระวังได้ใบขับขี่ปลอม ขอ,กรมการขนส่งทางบก กระทรวงคมนาคม,ข่าวปลอม,นโยบายรัฐบาล-ข่าวสาร,fake
2568-07-22 00:00:00,ธนาคารกรุงไทย ปล่อยสินเชื่อผ่านบัญชี TikTok @oappqshckv7 ระวังโดนหลอกเอาข้อมูล เพราะบัญชี TikTok @oappqshckv7 ไม่ใช่บัญชีของธนาคารกรุงไทย โดยบัญชีดังกล่าวได้มีการแอบอ้างใช้โลโก้ของธนาคารกรุงไทยโดยไม่ได้รับอนุญาต และธนาคาร,ธนาคารกรุงไทย กระทรวงการคลัง,ข่าวปลอม,การเงิน-หุ้น,fake
2568-07-22 00:00:00,"ควันและนิโคติน ภัยจากบุหรี่ไฟฟ้าที่อาจถึงตายได้ ภัยร้ายจากนิโคตินในบุหรี่ไฟฟ้าอาจส่งผลถึงชีวิตผู้สูบและควันจากบุหรี่ไฟฟ้าล้วนมีแต่ผลเสียต่อผู้ใกล้ชิด ท้ายสุดบุหรี่ไฟฟ้าไม่ได้มีโทษน้อยไปกว่าบุหรี่มวน หนำซ้ำยังอันตรายทั้งต่อตัวเองและคนใกล้ตัว บางทีอาจถึงแก่ชีวิตได้ เพราะฉะนั้นแล้วหากหลีกเลี่ยงได้ก็ไม่ควรไปยุ่งเกี่ยว อยู่ใกล้ หรือทางที่ดีที่สุดคือเลิกสูบเพื่อตัวเองและคนใกล้ตัว โดยภัยที่เสี่ยงต่อร่างกาย คือ
 
 
 
 
 
 - เสี่ยงต่อโรคปอดอุดกั้นเรื้อรังจากควัน
 
 
 
 - เสี่ยงเป็นมะเร็งปอดจากควัน
 
 
 
 - นิโคตินอาจทำให้เกิดภาวะหัวใจล้มเหลว
 
 
 
 - นิโคตินอาจทำให้หัวใจวายได้",คณะแพทยศาสตร์โรงพยาบาลรามาธิบดี มหาวิทยาลัยมหิดล,คลังความรู้,คลังความรู้,true
2568-07-21 00:00:00,"พายุวิภา ส่งผลแรงกระทบไทยถึง 24 ก.ค. 68 พยากรณ์อากาศ 7 วันข้างหน้า ระหว่างวันที่ 21-27 กรกฎาคม พ.ศ. 2568 ในช่วงวันที่ 21-24 ก.ค. ประเทศไทยมีฝนตกหนักหลายพื้นที่กับมีลมแรง โดยมีฝนตกหนักมากบางแห่งในภาคเหนือ ภาคตะวันออกเฉียงเหนือ ภาคกลาง ภาคตะวันออก และภาคใต้ฝั่งตะวันตก เนื่องจากร่องมรสุมพาดผ่านภาคเหนือตอนบน ประเทศลาวตอนบน และประเทศเวียดนามตอนบน ในขณะที่มรสุมตะวันตกเฉียงใต้กำลังแรงพัดปกคลุมทะเลอันดามัน ประเทศไทย และอ่าวไทย 
 
 
 
 สำหรับบริเวณทะเลอันดามันตอนบน ทะเลมีคลื่นสูง 2-4 เมตร บริเวณที่มีฝนฟ้าคะนองคลื่นสูงมากกว่า 4 เมตร ส่วนทะเลอันดามันตอนล่างและอ่าวไทยตอนบนมีคลื่นสูง 2-3 เมตร ห่างฝั่งและบริเวณที่มีฝนฟ้าคะนองคลื่นสูงมากกว่า 3 เมตร 
 
 
 
 
 
 
 
 ส่วนในช่วงวันที่ 25-27 ก.ค. ประเทศไทยจะมีฝนลดลงแต่ยังคงมีฝนตกหนักบางแห่งบริเวณภาคเหนือ ภาคตะวันออกเฉียงเหนือ ภาคกลาง และภาคใต้ฝั่งตะวันตก เนื่องจากมรสุมตะวันตกเฉียงใต้ที่พัดปกคลุมทะเลอันดามัน ประเทศไทย และอ่าวไทยจะเริ่มมีกำลังอ่อนลง สำหรับบริเวณทะเลอันดามันตอนบนและอ่าวไทยตอนบนมีคลื่นสูงประมาณ 2 เมตร บริเวณฝนฟ้าคะนองคลื่นสูงมากกว่า 2 เมตร 
 
 
 
 ทั้งนี้ พายุโซนร้อน “วิภา” ที่ปกคลุมบริเวณอ่าวตังเกี๋ย มีแนวโน้มจะมีกำลังแรงขึ้นเป็นพายุโซนร้อนกำลังแรง และคาดว่า จะเคลื่อนขึ้นฝั่งบริเวณประเทศเวียดนามตอนบนในวันพรุ่งนี้ (22 ก.ค. 68)",กรมอุตุนิยมวิทยา กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,ข่าวจริง,ภัยพิบัติ,true
2568-07-21 00:00:00,กินทุเรียนกับน้ำอัดลมพิษร้ายแรงกว่าพิษงูเห่า แชร์ไปให้รู้ว่า นี่,กรมอนามัย กระทรวงสาธารณสุข,ข่าวปลอม,ผลิตภัณฑ์สุขภาพ,fake
2568-07-21 00:00:00,ปปง. เปิดช่องทางออนไลน์ให้ลงทะเบียนรับเงินคืน ผ่านเพจ Help and prevent online scams อย่าลืมเช็กข้อมูลให้ชัดเจน,สำนักงานป้องกันและปราบปรามการฟอกเงิน,ข่าวปลอม,นโยบายรัฐบาล-ข่าวสาร,fake
2568-07-21 00:00:00,"ประกาศขึ้นทะเบียน GI เหล้าแป้ สุราท้องถิ่นเมืองแพร่ กรมทรัพย์สินทางปัญญาได้ประกาศขึ้นทะเบียน “เหล้าแป้” เป็นสินค้า GI ลำดับที่ 3 ของจังหวัดแพร่ ต่อจากสินค้าผ้าหม้อห้อมแพร่และส้มโอขาวน้ำผึ้งเมืองลอง ที่ได้รับการขึ้นทะเบียน GI ไปก่อนหน้านี้ โดย “เหล้าแป้” เป็นสุรากลั่น ประเภทสุราขาว ที่กลั่นจากน้ำส่าหรือน้ำสุราแช่ ซึ่งได้จากการหมักข้าวด้วยลูกแป้ง ผ่านกระบวนการหมักด้วยสมุนไพรท้องถิ่นหลายชนิดและกระตุ้นให้เกิดแอลกอฮอล์โดยการเติมน้ำเพื่อกระตุ้นจุลินทรีย์ แล้วนำมากลั่นเป็นสุรา ด้วยแหล่งภูมิศาสตร์แบบร้อนชื้น มีภูเขาสลับกับที่ราบคล้ายก้นกระทะ ทำให้มีสภาพอากาศที่แตกต่างกัน รวมถึงมีแหล่งสะสมตะกอนระหว่างภูเขาซึ่งอุดมไปด้วยแร่ธาตุจำเป็น จึงมีผลกระตุ้นต่อการเจริญเติบโตของจุลินทรีย์ท้องถิ่น ส่งผลให้เหล้าแป้มีรสชาติเผ็ดร้อน หรือนุ่มละมุน มีความใส ไม่มีสี ไม่มีตะกอน และมีกลิ่นหอม ความแรงแอลกอฮอล์ตั้งแต่ 15 ดีกรีขึ้นไป
 
 
 
 
 
 
 
 ซึ่งเหล้าแป้นับเป็นมรดกทางวัฒนธรรมของชุมชนในพื้นที่จังหวัดแพร่ ที่ได้รับการสืบทอดกันมาอย่างยาวนาน ด้วยรสชาติสุราที่มีอัตลักษณ์โดดเด่น จึงเป็นที่นิยมของผู้บริโภคสุราพื้นบ้านทั่วประเทศ และกลายเป็นอุตสาหกรรมสำคัญที่สร้างรายได้และชื่อเสียงให้แก่ประชาชนในจังหวัดแพร่กว่า 3,600 ล้านบาทต่อปี",กรมทรัพย์สินทางปัญญา กระทรวงพาณิชย์,ข่าวจริง,นโยบายรัฐบาล-ข่าวสาร,true
2568-07-21 00:00:00,ก.ล.ต. เปิดลงทุนผ่านเว็บไซต์ CME Group เว็บไม่คุ้น ต้องดูให้ชัวร์ มิจฉาชีพแอบอ้างนำโลโก้ของ ก.ล.ต. ไปประกอบบนเว็บไซต์การลงทุน เพื่อสร้างความน่าเชื่อถือ ซึ่ง ก.ล.ต. ขอ,สำนักงานคณะกรรมการกำกับหลักทรัพย์และตลาดหลักทรัพย์,ข่าวปลอม,การเงิน-หุ้น,fake
2568-07-21 00:00:00,"ดื่มแอลกอฮอล์แล้วหน้าแดง เสี่ยงตับพัง คนดื่มเหล้าแล้วหน้าแดงเกิดจากภาวะที่เรียกว่า ALDH2 deficiency (ขาดเอนไซม์แอลดีไฮโดรจีเนสชนิด 2) เอนไซม์นี้มีหน้าที่ย่อยสารพิษที่ชื่อ อะเซทัลดีไฮด์ (Acetaldehyde) ซึ่งเป็นพิษต่อเซลล์ตับและหลอดเลือด ถ้าร่างกายย่อยสารนี้ไม่ได้ จะสะสมในเลือด เกิดอาการหน้าแดง ใจสั่น คลื่นไส้
 
 
 
 
 
 
 
 และถ้ามี ALDH2 deficiency แต่ยังฝืนดื่มแอลกอฮอล์เป็นประจำ สารพิษในร่างกายจะสะสมมากกว่าคนทั่วไป เพิ่มความเสี่ยง ตับอักเสบ ตับแข็ง มะเร็งตับ และมะเร็งหลอดอาหาร จากงานวิจัยพบว่า คนเอเชีย จำนวนมากมีภาวะนี้ (พบได้ถึง 30–50%) โดยเฉพาะในชาวจีน ญี่ปุ่น เกาหลี และบางคนไทย",กรมอนามัย กระทรวงสาธารณสุข,ข่าวจริง,ผลิตภัณฑ์สุขภาพ,true
2568-07-21 00:00:00,"ป้องกันตัวจากโรคร้ายที่มาพร้อมกับน้ำท่วม น้ำท่วมไม่ได้สร้างความเสียหายให้แก่ตัวอาคารเพียงอย่างเดียว แต่ยังเป็นช่องทางนำพาโรคร้ายมาถึงตัวคนอีกต่างหาก ยิ่งหากไม่ป้องกันให้ดี อาจต้องเสียทั้งค่าซ่อมบ้านและค่ายาในเวลาเดียวกัน และนี่คือ 5 โรคร้ายที่มาพร้อมกับน้ำท่วม รวมถึงวิธีป้องกันตัวให้ห่างไกลจากสิ่งเหล่านี้
 
 
 
 - โรคฉี่หนู : สวมรองเท้าบูตและหมั่นทำความสะอาดที่พัก
 
 - โรคน้ำกัดเท้า : เช็ดเท้าให้แห้งสนิท ทายาฆ่าเชื้อที่แผล
 
 - โรคทางเดินหายใจ : ทำให้ร่างกายอบอุ่นอยู่เสมอ
 
 - โรคตาแดง : ล้างตาด้วยน้ำสะอาด
 
 - โรคระบบทางเดินอาหาร : ล้างมือเสมอ กินอาหารปรุงสุก",กรมอนามัย,คลังความรู้,คลังความรู้,true
2568-07-20 00:00:00,กยศ. หักเงินอัตโนมัติจากบัญชี SCB อย่าตกเป็นเหยื่อ,กองทุนเงินให้กู้ยืมเพื่อการศึกษา (กยศ.) กระทรวงการคลัง,ข่าวปลอม,นโยบายรัฐบาล-ข่าวสาร,fake
2568-07-20 00:00:00,"อยากเป็นเจ้าของ Amazon ต้องลงทุนหุ้น OR เริ่มต้น 1,000 บาท รับปันผล 390 บาท ระวังมิจฉาชีพหลอกให้ลงทุน OR",บริษัท ปตท. น้ำมันและการค้าปลีก จำกัด (มหาชน) กระทรวงพลังงาน,ข่าวปลอม,การเงิน-หุ้น,fake
2568-07-20 00:00:00,"ยกเลิกชะลอจัดส่งแรงงานไทยไปทำงานอิสราเอล ในพื้นที่สีเขียว กรมการจัดหางานประกาศยกเลิกการชะลอการจัดส่งแรงงานไทยไปทำงานในรัฐอิสราเอลทุกวิธีการเดินทาง หลังจากสถานการณ์ในพื้นที่มีแนวโน้มคลี่คลายลง และทางการอิสราเอลได้กำหนดมาตรการรองรับแรงงานไทยอย่างชัดเจน อย่างไรก็ดี การจัดส่งแรงงานไทยในระยะนี้ จะดำเนินการเฉพาะในพื้นที่ที่ทางการอิสราเอลประกาศให้เป็นพื้นที่ปลอดภัย หรือพื้นที่สีเขียวเท่านั้น
 
 
 
 
 
 
 
 ทั้งนี้ กรมการจัดหางานจะดำเนินการตามมาตรการควบคุมอย่างเข้มงวด เพื่อสร้างความเชื่อมั่นด้านความปลอดภัยสูงสุดแก่แรงงานไทย โดยแรงงานที่จะเดินทางไปทำงานจะต้องได้รับการยืนยันจากหน่วยงานที่เกี่ยวข้องว่า เป็นพื้นที่ที่สามารถประกอบอาชีพได้อย่างปลอดภัยอย่างแท้จริง ในส่วนของบริษัทจัดหางานและผู้ได้รับอนุญาตจัดส่งแรงงานไทยไปทำงานต่างประเทศ จะต้องดำเนินการตรวจสอบข้อมูลอย่างรอบด้าน และปฏิบัติตามแนวทางของกรมการจัดหางานอย่างเคร่งครัด ก่อนดำเนินการจัดส่งแรงงานไปยังพื้นที่ดังกล่าวต่อไป",กรมการจัดหางาน กระทรวงแรงงาน,ข่าวจริง,นโยบายรัฐบาล-ข่าวสาร,true
2568-07-20 00:00:00,ชาวจีนสามารถเปิดร้านค้าในไทยได้โดยไม่ต้องมีวีซ่า จริงหรือไม่ที่ชาวจีนสามารถเปิดร้านค้าในไทยได้โดยไม่ต้องมีวีซ่า คำตอบ คือ ไม่จริง,กรมพัฒนาธุรกิจการค้า กระทรวงพาณิชย์,ข่าวปลอม,นโยบายรัฐบาล-ข่าวสาร,fake
2568-07-20 00:00:00,PTT ส่ง SMS เตือนแต้มบลูการ์ดใกล้หมดอายุ ให้รีบกดใช้ผ่านลิงก์ อย่ากดลิงก์เด็ดขาด เพราะ OR,บริษัท ปตท. น้ำมันและการค้าปลีก จำกัด (มหาชน) กระทรวงพลังงาน,ข่าวปลอม,การเงิน-หุ้น,fake
2568-07-20 00:00:00,"กินผลไม้สดขณะท้องว่าง ช่วยรักษามะเร็ง เชื่อหรือไม่ กรณีที่มีผู้บอกต่อข้อมูลเกี่ยวกับเรื่องดังกล่าว ทางสถาบันมะเร็งแห่งชาติ กระทรวงสาธารณสุข ก็ได้ออกมาให้ข้อมูลเพิ่มเติมว่า ปัจจุบันยังไม่มีงานวิจัยหรือการทดลองทางคลินิกที่พิสูจน์ได้ว่า การรับประทานผลไม้ในช่วงท้องว่างจะส่งผลโดยตรงต่อการรักษามะเร็ง” แม้ว่า “ผลไม้” จะเป็นแหล่งของวิตามิน แร่ธาตุ ใยอาหาร และสารต้านอนุมูลอิสระ (antioxidants) ซึ่งมีบทบาทสำคัญในการส่งเสริมสุขภาพโดยรวมแต่คุณสมบัติเหล่านี้ยังอยู่ในขอบเขตของ “การป้องกัน” หรือ “ลดความเสี่ยง” มากกว่าที่จะเป็น “การรักษา” มะเร็งโดยตรง
 
 
 
 งานวิจัยเชิงระบาดวิทยาหลายชิ้นสนับสนุนว่า การบริโภคผักและผลไม้ในปริมาณที่เหมาะสมอาจช่วยลดโอกาสเกิดมะเร็งบางชนิดในระยะยาว อย่างไรก็ตาม ไม่มีหลักฐานใดชี้ชัดว่า การบริโภคผลไม้ในช่วงเวลาที่ท้องว่างจะเพิ่มประสิทธิภาพในการกำจัดเซลล์มะเร็ง หรือส่งเสริมผลการรักษาแต่อย่างใด
 
 
 
 
 
 
 
 การรักษาโรคมะเร็งที่มีประสิทธิภาพในปัจจุบัน ยังคงต้องอาศัยวิธีการทางการแพทย์ตามมาตรฐาน เช่น การผ่าตัด เคมีบำบัด การฉายรังสี และภูมิคุ้มกันบำบัด ซึ่งล้วนมีหลักฐานเชิงประจักษ์รองรับและได้รับการยอมรับในระดับสากล สำหรับผู้ป่วยมะเร็ง การตัดสินใจเลือกแนวทางการรักษาควรอยู่ภายใต้การดูแลของแพทย์ผู้เชี่ยวชาญโดยตรง และหากต้องการเสริมสร้างสุขภาพด้วยการรับประทานอาหาร ควรปรึกษานักโภชนาการหรือทีมดูแลทางการแพทย์ เพื่อให้ได้แนวทางที่เหมาะสมและปลอดภัย การหลงเชื่อ",สถาบันมะเร็งแห่งชาติ กรมการแพทย์ กระทรวงสาธารณสุข,ข่าวปลอม,ผลิตภัณฑ์สุขภาพ,fake
2568-07-20 00:00:00,"5 กลลวงที่ต้องระวัง ถ้าไม่อยากทำบุญออนไลน์กับมิจฉาชีพ ถึงแม้ว่า การทำบุญออนไลน์ จะเป็นสิ่งใหม่ที่เข้ามาช่วยอำนวยความสะดวกในการใช้ชีวิตในสังคมที่ปรับเปลี่ยนไปตามยุคสมัย แต่ก็เป็นอีกลู่ทางหนึ่งที่มิจฉาชีพใช้เป็นกลลวงเพื่อหลอกล่อให้เหล่าคนใจบุญเข้ามาติดกับดัก ทำให้แทนที่จะได้บุญ แต่เงินดันตกไปอยู่ในกระเป๋าโจรเสียอย่างนั้น เพราะฉะนั้น ในวันนี้ จึงอยากจะมาเตือนให้ระวังตัวกันให้ดีกับ 5 กลลวงที่สายบุญอาจตกเป็นเป้าหมายได้
 
 
 
 - หลอกเช่าวัตถุมงคล
 
 - หลอกโอนเงินทำบุญ
 
 - หลอกให้กรอกข้อมูลในใบอนุโมทนาบัตรออนไลน์
 
 - หลอกเอาข้อมูลส่วนตัวจากดูดวงออนไลน์
 
 - หลอกให้กดลิงก์สำหรับเข้าไปทำบุญออนไลน์
 
 
 
 หากเจอการชักชวนทำบุญแบบนี้ ให้ตรวจสอบให้ดี เพื่อไม่ให้ตกเป็นเหยื่อของมิจฉาชีพ",สภาองค์กรของผู้บริโภค,คลังความรู้,คลังความรู้,true
2568-07-19 00:00:00,CISPI จัดทำหนังสือ World Soft Power Focus E- Magazine ตรวจสอบให้ชัวร์ก่อนแชร์,สถาบันพัฒนาอุตสาหกรรมสร้างสรรค์และซอฟต์พาวเวอร์ สภาอุตสาหกรรมแห่งประเทศไทย,ข่าวปลอม,นโยบายรัฐบาล-ข่าวสาร,fake
2568-07-19 00:00:00,SET เปิดสอนให้ความรู้เกี่ยวกับตลาดหุ้นไทยฟรี ผ่านเพจ SET Education การชักชวนลงทุนในโลกออนไลน์มีอยู่มากมาย และมักจะเป็นฝีมือของมิจฉาชีพ,ตลาดหลักทรัพย์แห่งประเทศไทย,ข่าวปลอม,การเงิน-หุ้น,fake
2568-07-19 00:00:00,แบงค์ชาติ เตือน ปชช. ให้พกเงินสดไว้ 3-6 เดือน เพราะจะเกิดการล็อกดาวน์ทั่วประเทศ และทั่วโลก มีสติ และไตร่ตรองข้อมูลก่อน จาก,ธนาคารแห่งประเทศไทย,ข่าวปลอม,การเงิน-หุ้น,fake
2568-07-19 00:00:00,ปี 2568 กรุงเทพฯ และปริมณฑล เสี่ยงน้ำท่วมถาวร อย่าเพิ่งตื่นตระหนก จากเนื้อหาของข่าวเป็นข้อมูลการวิเคราะห์โดยผู้เขียน ซึ่งไม่พบแหล่งที่มาของข้อมูลที่น่าเชื่อถือ และไม่มีความสอดคล้องกับประกาศ,สำนักงานทรัพยากรน้ำแห่งชาติ สำนักนายกรัฐมนตรี,ข่าวปลอม,ภัยพิบัติ,fake
